catagory,norm_url,cc_url,query,CC_results,total_results,CC_percent,,,,,Category,queries ,avg results,avg cc results,avg % CC
books,https://www.google.com/search?as_q=The+Trial+by+Franz+Kafka,https://www.google.com/search?as_q=The+Trial+by+Franz+Kafka&tbs=sur:fm,The+Trial+by+Franz+Kafka,2510,1370000,0.183211679,,,,,,,,,
books,https://www.google.com/search?as_q=The+Stranger+by+Albert+Camus,https://www.google.com/search?as_q=The+Stranger+by+Albert+Camus&tbs=sur:fm,The+Stranger+by+Albert+Camus,2300,1310000,0.175572519,,,,,,,,,
books,https://www.google.com/search?as_q=Moby+Dick+by+Herman+Melville,https://www.google.com/search?as_q=Moby+Dick+by+Herman+Melville&tbs=sur:fm,Moby+Dick+by+Herman+Melville,8240,3340000,0.246706587,,,,,,,,,
books,https://www.google.com/search?as_q=Sense+and+Sensibility+by+Jane+Austen,https://www.google.com/search?as_q=Sense+and+Sensibility+by+Jane+Austen&tbs=sur:fm,Sense+and+Sensibility+by+Jane+Austen,4300,9630000,0.044652129,,,,,,,,,
books,https://www.google.com/search?as_q=Animal+Farm+by+George+Orwell,https://www.google.com/search?as_q=Animal+Farm+by+George+Orwell&tbs=sur:fm,Animal+Farm+by+George+Orwell,5730,5380000,0.106505576,,,,,,,,,
books,https://www.google.com/search?as_q=A+Clockwork+Orange+by+Anthony+Burgess,https://www.google.com/search?as_q=A+Clockwork+Orange+by+Anthony+Burgess&tbs=sur:fm,A+Clockwork+Orange+by+Anthony+Burgess,2400,793000,0.302648172,,,,,,,,,
books,https://www.google.com/search?as_q=The+Bell+Jar+by+Sylvia+Plath,https://www.google.com/search?as_q=The+Bell+Jar+by+Sylvia+Plath&tbs=sur:fm,The+Bell+Jar+by+Sylvia+Plath,1060,929000,0.114101184,,,,,,,,,
books,https://www.google.com/search?as_q=Lord+of+the+Flies+by+William+Golding,https://www.google.com/search?as_q=Lord+of+the+Flies+by+William+Golding&tbs=sur:fm,Lord+of+the+Flies+by+William+Golding,2870,1090000,0.263302752,,,,,,,,,
books,https://www.google.com/search?as_q=The+Catcher+in+the+Rye+by+J.D.+Salinger,https://www.google.com/search?as_q=The+Catcher+in+the+Rye+by+J.D.+Salinger&tbs=sur:fm,The+Catcher+in+the+Rye+by+J.D.+Salinger,2670,1470000,0.181632653,,,,,,,,,
books,https://www.google.com/search?as_q=The+Adventures+of+Sherlock+Holmes+by+Arthur+Conan+Doyle,https://www.google.com/search?as_q=The+Adventures+of+Sherlock+Holmes+by+Arthur+Conan+Doyle&tbs=sur:fm,The+Adventures+of+Sherlock+Holmes+by+Arthur+Conan+Doyle,4940,4860000,0.101646091,,,,,,,,,
books,https://www.google.com/search?as_q=Watership+Down+by+Richard+Adams,https://www.google.com/search?as_q=Watership+Down+by+Richard+Adams&tbs=sur:fm,Watership+Down+by+Richard+Adams,1350,589000,0.229202037,,,,,,,,,
books,https://www.google.com/search?as_q=A+Wrinkle+in+Time+by+Madeleine+L'Engle,https://www.google.com/search?as_q=A+Wrinkle+in+Time+by+Madeleine+L'Engle&tbs=sur:fm,A+Wrinkle+in+Time+by+Madeleine+L'Engle,1260,467000,0.269807281,,,,,,,,,
books,https://www.google.com/search?as_q=The+Divine+Comedy+by+Dante+Alighieri,https://www.google.com/search?as_q=The+Divine+Comedy+by+Dante+Alighieri&tbs=sur:fm,The+Divine+Comedy+by+Dante+Alighieri,9200,2470000,0.372469636,,,,,,,,,
books,https://www.google.com/search?as_q=The+Secret+Garden+by+Frances+Hodgson+Burnett,https://www.google.com/search?as_q=The+Secret+Garden+by+Frances+Hodgson+Burnett&tbs=sur:fm,The+Secret+Garden+by+Frances+Hodgson+Burnett,1890,1210000,0.156198347,,,,,,,,,
books,https://www.google.com/search?as_q=Alice's+Adventures+in+Wonderland+by+Lewis+Carroll,https://www.google.com/search?as_q=Alice's+Adventures+in+Wonderland+by+Lewis+Carroll&tbs=sur:fm,Alice's+Adventures+in+Wonderland+by+Lewis+Carroll,9490,2880000,0.329513889,,,,,,,,,
books,https://www.google.com/search?as_q=Pilgrim's+Progress+by+John+Bunyan,https://www.google.com/search?as_q=Pilgrim's+Progress+by+John+Bunyan&tbs=sur:fm,Pilgrim's+Progress+by+John+Bunyan,5600,1340000,0.417910448,,,,,,,,,
books,https://www.google.com/search?as_q=The+Diary+of+a+Young+Girl+by+Anne+Frank,https://www.google.com/search?as_q=The+Diary+of+a+Young+Girl+by+Anne+Frank&tbs=sur:fm,The+Diary+of+a+Young+Girl+by+Anne+Frank,8090,7160000,0.112988827,,,,,,,,,
books,https://www.google.com/search?as_q=Treasure+Island+by+Robert+Louis+Stevenson,https://www.google.com/search?as_q=Treasure+Island+by+Robert+Louis+Stevenson&tbs=sur:fm,Treasure+Island+by+Robert+Louis+Stevenson,8000,3860000,0.207253886,,,,,,,,,
books,https://www.google.com/search?as_q=David+Copperfield+by+Charles+Dickens,https://www.google.com/search?as_q=David+Copperfield+by+Charles+Dickens&tbs=sur:fm,David+Copperfield+by+Charles+Dickens,4840,2510000,0.192828685,,,,,,,,,
books,https://www.google.com/search?as_q=The+Iliad+by+Homer,https://www.google.com/search?as_q=The+Iliad+by+Homer&tbs=sur:fm,The+Iliad+by+Homer,37500,10800000,0.347222222,,,,,,,,,
books,https://www.google.com/search?as_q=A+Christmas+Carol+by+Charles+Dickens,https://www.google.com/search?as_q=A+Christmas+Carol+by+Charles+Dickens&tbs=sur:fm,A+Christmas+Carol+by+Charles+Dickens,11300,5300000,0.213207547,,,,,,,,,
books,https://www.google.com/search?as_q=Pride+and+Prejudice+by+Jane+Austen,https://www.google.com/search?as_q=Pride+and+Prejudice+by+Jane+Austen&tbs=sur:fm,Pride+and+Prejudice+by+Jane+Austen,11800,14200000,0.083098592,,,,,,,,,
books,https://www.google.com/search?as_q=Bleak+House+by+Charles+Dickens,https://www.google.com/search?as_q=Bleak+House+by+Charles+Dickens&tbs=sur:fm,Bleak+House+by+Charles+Dickens,46700,2940000,1.588435374,,,,,,,,,
books,https://www.google.com/search?as_q=Charlotte's+Web+by+E.B.+White,https://www.google.com/search?as_q=Charlotte's+Web+by+E.B.+White&tbs=sur:fm,Charlotte's+Web+by+E.B.+White,6120,4450000,0.13752809,,,,,,,,,
books,https://www.google.com/search?as_q=The+Scarlet+Letter+by+Nathaniel+Hawthorne,https://www.google.com/search?as_q=The+Scarlet+Letter+by+Nathaniel+Hawthorne&tbs=sur:fm,The+Scarlet+Letter+by+Nathaniel+Hawthorne,4350,1300000,0.334615385,,,,,,,,,
books,https://www.google.com/search?as_q=Silas+Marner+by+George+Eliot,https://www.google.com/search?as_q=Silas+Marner+by+George+Eliot&tbs=sur:fm,Silas+Marner+by+George+Eliot,1580,624000,0.253205128,,,,,,,,,
books,https://www.google.com/search?as_q=Oliver+Twist+by+Charles+Dickens,https://www.google.com/search?as_q=Oliver+Twist+by+Charles+Dickens&tbs=sur:fm,Oliver+Twist+by+Charles+Dickens,8220,4460000,0.184304933,,,,,,,,,
books,https://www.google.com/search?as_q=Grimm's+Fairy+Tales+by+The+Brothers+Grimm,https://www.google.com/search?as_q=Grimm's+Fairy+Tales+by+The+Brothers+Grimm&tbs=sur:fm,Grimm's+Fairy+Tales+by+The+Brothers+Grimm,2550,539000,0.47309833,,,,,,,,,
books,https://www.google.com/search?as_q=The+Canterbury+Tales+by+Geoffrey+Chaucer,https://www.google.com/search?as_q=The+Canterbury+Tales+by+Geoffrey+Chaucer&tbs=sur:fm,The+Canterbury+Tales+by+Geoffrey+Chaucer,6260,1740000,0.359770115,,,,,,,,,
books,https://www.google.com/search?as_q=Uncle+Tom's+Cabin+by+Harriet+Beecher+Stowe,https://www.google.com/search?as_q=Uncle+Tom's+Cabin+by+Harriet+Beecher+Stowe&tbs=sur:fm,Uncle+Tom's+Cabin+by+Harriet+Beecher+Stowe,6930,1030000,0.672815534,,,,,,,,,
books,https://www.google.com/search?as_q=Robinson+Crusoe+by+Daniel+Defoe,https://www.google.com/search?as_q=Robinson+Crusoe+by+Daniel+Defoe&tbs=sur:fm,Robinson+Crusoe+by+Daniel+Defoe,9500,3710000,0.25606469,,,,,,,,,
books,https://www.google.com/search?as_q=Le+Morte+d'Arthur+by+Sir+Thomas+Malory,https://www.google.com/search?as_q=Le+Morte+d'Arthur+by+Sir+Thomas+Malory&tbs=sur:fm,Le+Morte+d'Arthur+by+Sir+Thomas+Malory,2930,412000,0.711165049,,,,,,,,,
books,https://www.google.com/search?as_q=The+Legend+of+Sleepy+Hollow+by+Washington+Irving,https://www.google.com/search?as_q=The+Legend+of+Sleepy+Hollow+by+Washington+Irving&tbs=sur:fm,The+Legend+of+Sleepy+Hollow+by+Washington+Irving,4120,8790000,0.046871445,,,,,,,,,
books,https://www.google.com/search?as_q=The+Jungle+Book+by+Rudyard+Kipling,https://www.google.com/search?as_q=The+Jungle+Book+by+Rudyard+Kipling&tbs=sur:fm,The+Jungle+Book+by+Rudyard+Kipling,6070,2580000,0.235271318,,,,,,,,,
books,https://www.google.com/search?as_q=The+Metamorphosis+by+Franz+Kafka,https://www.google.com/search?as_q=The+Metamorphosis+by+Franz+Kafka&tbs=sur:fm,The+Metamorphosis+by+Franz+Kafka,2240,1510000,0.148344371,,,,,,,,,
books,https://www.google.com/search?as_q=My+Antonia+by+Willa+Cather,https://www.google.com/search?as_q=My+Antonia+by+Willa+Cather&tbs=sur:fm,My+Antonia+by+Willa+Cather,894,299000,0.298996656,,,,,,,,,
books,https://www.google.com/search?as_q=The+Age+of+Innocence+by+Edith+Wharton,https://www.google.com/search?as_q=The+Age+of+Innocence+by+Edith+Wharton&tbs=sur:fm,The+Age+of+Innocence+by+Edith+Wharton,1770,663000,0.266968326,,,,,,,,,
books,https://www.google.com/search?as_q=The+Call+of+the+Wild+by+Jack+London,https://www.google.com/search?as_q=The+Call+of+the+Wild+by+Jack+London&tbs=sur:fm,The+Call+of+the+Wild+by+Jack+London,39800,23600000,0.168644068,,,,,,,,,
books,https://www.google.com/search?as_q=The+Wind+in+the+Willows+by+Kenneth+Grahame,https://www.google.com/search?as_q=The+Wind+in+the+Willows+by+Kenneth+Grahame&tbs=sur:fm,The+Wind+in+the+Willows+by+Kenneth+Grahame,1510,707000,0.213578501,,,,,,,,,
books,https://www.google.com/search?as_q=The+Great+Gatsby+by+F.+Scott+Fitzgerald,https://www.google.com/search?as_q=The+Great+Gatsby+by+F.+Scott+Fitzgerald&tbs=sur:fm,The+Great+Gatsby+by+F.+Scott+Fitzgerald,6590,4050000,0.162716049,,,,,,,,,
books,"https://www.google.com/search?as_q=Moby-Dick;+or,+The+Whale+by+Herman+Melville","https://www.google.com/search?as_q=Moby-Dick;+or,+The+Whale+by+Herman+Melville&tbs=sur:fm","Moby-Dick;+or,+The+Whale+by+Herman+Melville",4670,1160000,0.402586207,,,,,,,,,
companies,https://www.google.com/search?as_q=Apple,https://www.google.com/search?as_q=Apple&tbs=sur:fm,Apple,218000000,14060000000,1.550497866,,,,,,,,,
companies,https://www.google.com/search?as_q=Microsoft,https://www.google.com/search?as_q=Microsoft&tbs=sur:fm,Microsoft,124000000,7380000000,1.680216802,,,,,,,,,
companies,https://www.google.com/search?as_q=Amazon,https://www.google.com/search?as_q=Amazon&tbs=sur:fm,Amazon,191000000,6520000000,2.929447853,,,,,,,,,
companies,https://www.google.com/search?as_q=Google,https://www.google.com/search?as_q=Google&tbs=sur:fm,Google,3940000000,25210000000,15.62871876,,,,,,,,,
companies,https://www.google.com/search?as_q=Facebook,https://www.google.com/search?as_q=Facebook&tbs=sur:fm,Facebook,726000000,25270000000,2.872971903,,,,,,,,,
companies,https://www.google.com/search?as_q=Alibaba,https://www.google.com/search?as_q=Alibaba&tbs=sur:fm,Alibaba,114000,179000000,0.063687151,,,,,,,,,
companies,https://www.google.com/search?as_q=Tencent,https://www.google.com/search?as_q=Tencent&tbs=sur:fm,Tencent,70600,138000000,0.05115942,,,,,,,,,
companies,https://www.google.com/search?as_q=Samsung,https://www.google.com/search?as_q=Samsung&tbs=sur:fm,Samsung,20500000,5310000000,0.38606403,,,,,,,,,
companies,https://www.google.com/search?as_q=IBM,https://www.google.com/search?as_q=IBM&tbs=sur:fm,IBM,34800000,812000000,4.285714286,,,,,,,,,
companies,https://www.google.com/search?as_q=Intel,https://www.google.com/search?as_q=Intel&tbs=sur:fm,Intel,19000000,1230000000,1.544715447,,,,,,,,,
companies,https://www.google.com/search?as_q=Cisco,https://www.google.com/search?as_q=Cisco&tbs=sur:fm,Cisco,933000,397000000,0.235012594,,,,,,,,,
companies,https://www.google.com/search?as_q=Oracle,https://www.google.com/search?as_q=Oracle&tbs=sur:fm,Oracle,23700000,707000000,3.352192362,,,,,,,,,
companies,https://www.google.com/search?as_q=SAP,https://www.google.com/search?as_q=SAP&tbs=sur:fm,SAP,11600000,1360000000,0.852941176,,,,,,,,,
companies,https://www.google.com/search?as_q=Dell+Technologies,https://www.google.com/search?as_q=Dell+Technologies&tbs=sur:fm,Dell+Technologies,680000,329000000,0.20668693,,,,,,,,,
companies,https://www.google.com/search?as_q=Sony,https://www.google.com/search?as_q=Sony&tbs=sur:fm,Sony,55100000,1880000000,2.930851064,,,,,,,,,
companies,https://www.google.com/search?as_q=Panasonic,https://www.google.com/search?as_q=Panasonic&tbs=sur:fm,Panasonic,5900000,268000000,2.201492537,,,,,,,,,
companies,https://www.google.com/search?as_q=LG+Electronics,https://www.google.com/search?as_q=LG+Electronics&tbs=sur:fm,LG+Electronics,4360000,378000000,1.153439153,,,,,,,,,
companies,https://www.google.com/search?as_q=General+Electric,https://www.google.com/search?as_q=General+Electric&tbs=sur:fm,General+Electric,67300000,1940000000,3.469072165,,,,,,,,,
companies,https://www.google.com/search?as_q=Siemens,https://www.google.com/search?as_q=Siemens&tbs=sur:fm,Siemens,4270000,354000000,1.206214689,,,,,,,,,
companies,https://www.google.com/search?as_q=Hitachi,https://www.google.com/search?as_q=Hitachi&tbs=sur:fm,Hitachi,775000,165000000,0.46969697,,,,,,,,,
companies,https://www.google.com/search?as_q=Philips,https://www.google.com/search?as_q=Philips&tbs=sur:fm,Philips,229000000,1760000000,13.01136364,,,,,,,,,
companies,https://www.google.com/search?as_q=Honeywell,https://www.google.com/search?as_q=Honeywell&tbs=sur:fm,Honeywell,59900,83700000,0.071565114,,,,,,,,,
companies,https://www.google.com/search?as_q=Schneider+Electric,https://www.google.com/search?as_q=Schneider+Electric&tbs=sur:fm,Schneider+Electric,921000,89300000,1.031354983,,,,,,,,,
companies,https://www.google.com/search?as_q=Boeing,https://www.google.com/search?as_q=Boeing&tbs=sur:fm,Boeing,16300000,411000000,3.96593674,,,,,,,,,
companies,https://www.google.com/search?as_q=Lockheed+Martin,https://www.google.com/search?as_q=Lockheed+Martin&tbs=sur:fm,Lockheed+Martin,122000,41900000,0.291169451,,,,,,,,,
companies,https://www.google.com/search?as_q=Northrop+Grumman,https://www.google.com/search?as_q=Northrop+Grumman&tbs=sur:fm,Northrop+Grumman,45800,13500000,0.339259259,,,,,,,,,
companies,https://www.google.com/search?as_q=Raytheon+Technologies,https://www.google.com/search?as_q=Raytheon+Technologies&tbs=sur:fm,Raytheon+Technologies,7680,5480000,0.140145985,,,,,,,,,
companies,https://www.google.com/search?as_q=Ford+Motor,https://www.google.com/search?as_q=Ford+Motor&tbs=sur:fm,Ford+Motor,3700000,917000000,0.40348964,,,,,,,,,
companies,https://www.google.com/search?as_q=Volkswagen,https://www.google.com/search?as_q=Volkswagen&tbs=sur:fm,Volkswagen,2960000,803000000,0.368617684,,,,,,,,,
companies,https://www.google.com/search?as_q=Daimler,https://www.google.com/search?as_q=Daimler&tbs=sur:fm,Daimler,109000,75200000,0.144946809,,,,,,,,,
companies,https://www.google.com/search?as_q=BMW,https://www.google.com/search?as_q=BMW&tbs=sur:fm,BMW,7650000,1440000000,0.53125,,,,,,,,,
companies,https://www.google.com/search?as_q=Honda,https://www.google.com/search?as_q=Honda&tbs=sur:fm,Honda,12600000,1220000000,1.032786885,,,,,,,,,
companies,https://www.google.com/search?as_q=Nissan,https://www.google.com/search?as_q=Nissan&tbs=sur:fm,Nissan,3390000,1020000000,0.332352941,,,,,,,,,
companies,https://www.google.com/search?as_q=Tesla,https://www.google.com/search?as_q=Tesla&tbs=sur:fm,Tesla,3400000,1080000000,0.314814815,,,,,,,,,
companies,https://www.google.com/search?as_q=Fiat+Chrysler+Automobiles,https://www.google.com/search?as_q=Fiat+Chrysler+Automobiles&tbs=sur:fm,Fiat+Chrysler+Automobiles,10700,28300000,0.037809187,,,,,,,,,
companies,https://www.google.com/search?as_q=PepsiCo,https://www.google.com/search?as_q=PepsiCo&tbs=sur:fm,PepsiCo,66100,68700000,0.096215429,,,,,,,,,
companies,https://www.google.com/search?as_q=The+Coca-Cola+Company,https://www.google.com/search?as_q=The+Coca-Cola+Company&tbs=sur:fm,The+Coca-Cola+Company,284000,415000000,0.068433735,,,,,,,,,
companies,https://www.google.com/search?as_q=Nestlé,https://www.google.com/search?as_q=Nestlé&tbs=sur:fm,Nestlé,560,462000,0.121212121,,,,,,,,,
companies,https://www.google.com/search?as_q=Procter+&+Gamble,https://www.google.com/search?as_q=Procter+&+Gamble&tbs=sur:fm,Procter+&+Gamble,66600,61300000,0.108646003,,,,,,,,,
companies,https://www.google.com/search?as_q=Unilever,https://www.google.com/search?as_q=Unilever&tbs=sur:fm,Unilever,69800,116000000,0.060172414,,,,,,,,,
companies,https://www.google.com/search?as_q=Pfizer,https://www.google.com/search?as_q=Pfizer&tbs=sur:fm,Pfizer,373000,444000000,0.084009009,,,,,,,,,
companies,https://www.google.com/search?as_q=Roche,https://www.google.com/search?as_q=Roche&tbs=sur:fm,Roche,27900000,447000000,6.241610738,,,,,,,,,
companies,https://www.google.com/search?as_q=Novartis,https://www.google.com/search?as_q=Novartis&tbs=sur:fm,Novartis,268000,105000000,0.255238095,,,,,,,,,
companies,https://www.google.com/search?as_q=Merck+&+Co.,https://www.google.com/search?as_q=Merck+&+Co.&tbs=sur:fm,Merck+&+Co.,5310000,283000000,1.876325088,,,,,,,,,
companies,https://www.google.com/search?as_q=Sanofi,https://www.google.com/search?as_q=Sanofi&tbs=sur:fm,Sanofi,73400,115000000,0.063826087,,,,,,,,,
companies,https://www.google.com/search?as_q=AstraZeneca,https://www.google.com/search?as_q=AstraZeneca&tbs=sur:fm,AstraZeneca,74600,213000000,0.035023474,,,,,,,,,
companies,https://www.google.com/search?as_q=GlaxoSmithKline,https://www.google.com/search?as_q=GlaxoSmithKline&tbs=sur:fm,GlaxoSmithKline,39400,49700000,0.079275654,,,,,,,,,
companies,https://www.google.com/search?as_q=Bayer,https://www.google.com/search?as_q=Bayer&tbs=sur:fm,Bayer,7470000,378000000,1.976190476,,,,,,,,,
companies,https://www.google.com/search?as_q=ExxonMobil,https://www.google.com/search?as_q=ExxonMobil&tbs=sur:fm,ExxonMobil,35100,33100000,0.106042296,,,,,,,,,
companies,https://www.google.com/search?as_q=Shell,https://www.google.com/search?as_q=Shell&tbs=sur:fm,Shell,207000000,1850000000,11.18918919,,,,,,,,,
companies,https://www.google.com/search?as_q=BP,https://www.google.com/search?as_q=BP&tbs=sur:fm,BP,126000000,5910000000,2.131979695,,,,,,,,,
companies,https://www.google.com/search?as_q=Total,https://www.google.com/search?as_q=Total&tbs=sur:fm,Total,2020000000,17400000000,11.6091954,,,,,,,,,
companies,https://www.google.com/search?as_q=Saudi+Aramco,https://www.google.com/search?as_q=Saudi+Aramco&tbs=sur:fm,Saudi+Aramco,17600,14200000,0.123943662,,,,,,,,,
companies,https://www.google.com/search?as_q=Gazprom,https://www.google.com/search?as_q=Gazprom&tbs=sur:fm,Gazprom,48400,13100000,0.369465649,,,,,,,,,
companies,https://www.google.com/search?as_q=China+National+Petroleum+Corporation,https://www.google.com/search?as_q=China+National+Petroleum+Corporation&tbs=sur:fm,China+National+Petroleum+Corporation,43300,37100000,0.11671159,,,,,,,,,
companies,https://www.google.com/search?as_q=Royal+Dutch+Shell,https://www.google.com/search?as_q=Royal+Dutch+Shell&tbs=sur:fm,Royal+Dutch+Shell,43400,20900000,0.207655502,,,,,,,,,
companies,https://www.google.com/search?as_q=Walmart,https://www.google.com/search?as_q=Walmart&tbs=sur:fm,Walmart,342000,813000000,0.042066421,,,,,,,,,
companies,https://www.google.com/search?as_q=Costco,https://www.google.com/search?as_q=Costco&tbs=sur:fm,Costco,39400,471000000,0.00836518,,,,,,,,,
companies,https://www.google.com/search?as_q=Amazon,https://www.google.com/search?as_q=Amazon&tbs=sur:fm,Amazon,160000000,5160000000,3.100775194,,,,,,,,,
companies,https://www.google.com/search?as_q=The+Home+Depot,https://www.google.com/search?as_q=The+Home+Depot&tbs=sur:fm,The+Home+Depot,2670000,822000000,0.324817518,,,,,,,,,
companies,https://www.google.com/search?as_q=Walgreens+Boots+Alliance,https://www.google.com/search?as_q=Walgreens+Boots+Alliance&tbs=sur:fm,Walgreens+Boots+Alliance,1560,3680000,0.042391304,,,,,,,,,
companies,https://www.google.com/search?as_q=Berkshire+Hathaway,https://www.google.com/search?as_q=Berkshire+Hathaway&tbs=sur:fm,Berkshire+Hathaway,39800,55300000,0.071971067,,,,,,,,,
companies,https://www.google.com/search?as_q=Alibaba+Group,https://www.google.com/search?as_q=Alibaba+Group&tbs=sur:fm,Alibaba+Group,26300,46400000,0.056681034,,,,,,,,,
companies,https://www.google.com/search?as_q=McKesson,https://www.google.com/search?as_q=McKesson&tbs=sur:fm,McKesson,4610,11100000,0.041531532,,,,,,,,,
companies,https://www.google.com/search?as_q=UnitedHealth+Group,https://www.google.com/search?as_q=UnitedHealth+Group&tbs=sur:fm,UnitedHealth+Group,8680,36800000,0.023586957,,,,,,,,,
companies,https://www.google.com/search?as_q=CVS+Health,https://www.google.com/search?as_q=CVS+Health&tbs=sur:fm,CVS+Health,61400,193000000,0.031813472,,,,,,,,,
companies,https://www.google.com/search?as_q=AT&T,https://www.google.com/search?as_q=AT&T&tbs=sur:fm,AT&T,4450000000,25270000000,17.60981401,,,,,,,,,
companies,https://www.google.com/search?as_q=Verizon+Communications,https://www.google.com/search?as_q=Verizon+Communications&tbs=sur:fm,Verizon+Communications,16100,32800000,0.049085366,,,,,,,,,
companies,https://www.google.com/search?as_q=China+Mobile,https://www.google.com/search?as_q=China+Mobile&tbs=sur:fm,China+Mobile,22900000,2100000000,1.09047619,,,,,,,,,
companies,https://www.google.com/search?as_q=Nippon+Telegraph+and+Telephone,https://www.google.com/search?as_q=Nippon+Telegraph+and+Telephone&tbs=sur:fm,Nippon+Telegraph+and+Telephone,2770,1080000,0.256481481,,,,,,,,,
companies,https://www.google.com/search?as_q=SoftBank+Group,https://www.google.com/search?as_q=SoftBank+Group&tbs=sur:fm,SoftBank+Group,10400,9840000,0.105691057,,,,,,,,,
companies,https://www.google.com/search?as_q=Deutsche+Telekom,https://www.google.com/search?as_q=Deutsche+Telekom&tbs=sur:fm,Deutsche+Telekom,19700,25900000,0.076061776,,,,,,,,,
companies,https://www.google.com/search?as_q=Telefónica,https://www.google.com/search?as_q=Telefónica&tbs=sur:fm,Telefónica,85,43100,0.197215777,,,,,,,,,
companies,https://www.google.com/search?as_q=America+Movil,https://www.google.com/search?as_q=America+Movil&tbs=sur:fm,America+Movil,19900,136000000,0.014632353,,,,,,,,,
companies,https://www.google.com/search?as_q=China+Telecom,https://www.google.com/search?as_q=China+Telecom&tbs=sur:fm,China+Telecom,13500000,116000000,11.63793103,,,,,,,,,
companies,https://www.google.com/search?as_q=JPMorgan+Chase,https://www.google.com/search?as_q=JPMorgan+Chase&tbs=sur:fm,JPMorgan+Chase,42800,63500000,0.067401575,,,,,,,,,
companies,https://www.google.com/search?as_q=Industrial+and+Commercial+Bank+of+China,https://www.google.com/search?as_q=Industrial+and+Commercial+Bank+of+China&tbs=sur:fm,Industrial+and+Commercial+Bank+of+China,74700,108000000,0.069166667,,,,,,,,,
companies,https://www.google.com/search?as_q=Bank+of+America,https://www.google.com/search?as_q=Bank+of+America&tbs=sur:fm,Bank+of+America,67300000,2560000000,2.62890625,,,,,,,,,
companies,https://www.google.com/search?as_q=Wells+Fargo,https://www.google.com/search?as_q=Wells+Fargo&tbs=sur:fm,Wells+Fargo,67700,131000000,0.051679389,,,,,,,,,
companies,https://www.google.com/search?as_q=Citigroup,https://www.google.com/search?as_q=Citigroup&tbs=sur:fm,Citigroup,35700,26800000,0.133208955,,,,,,,,,
companies,https://www.google.com/search?as_q=Royal+Bank+of+Canada,https://www.google.com/search?as_q=Royal+Bank+of+Canada&tbs=sur:fm,Royal+Bank+of+Canada,89600,277000000,0.03234657,,,,,,,,,
companies,https://www.google.com/search?as_q=The+Toronto-Dominion+Bank,https://www.google.com/search?as_q=The+Toronto-Dominion+Bank&tbs=sur:fm,The+Toronto-Dominion+Bank,9690,6480000,0.149537037,,,,,,,,,
companies,https://www.google.com/search?as_q=Morgan+Stanley,https://www.google.com/search?as_q=Morgan+Stanley&tbs=sur:fm,Morgan+Stanley,109000,155000000,0.070322581,,,,,,,,,
companies,https://www.google.com/search?as_q=Goldman+Sachs,https://www.google.com/search?as_q=Goldman+Sachs&tbs=sur:fm,Goldman+Sachs,1930000,270000000,0.714814815,,,,,,,,,
companies,https://www.google.com/search?as_q=Berkshire+Hathaway,https://www.google.com/search?as_q=Berkshire+Hathaway&tbs=sur:fm,Berkshire+Hathaway,39800,67100000,0.059314456,,,,,,,,,
companies,https://www.google.com/search?as_q=Visa,https://www.google.com/search?as_q=Visa&tbs=sur:fm,Visa,41600000,5120000000,0.8125,,,,,,,,,
companies,https://www.google.com/search?as_q=American+Express,https://www.google.com/search?as_q=American+Express&tbs=sur:fm,American+Express,81200000,2280000000,3.561403509,,,,,,,,,
companies,https://www.google.com/search?as_q=PayPal,https://www.google.com/search?as_q=PayPal&tbs=sur:fm,PayPal,3480000,1700000000,0.204705882,,,,,,,,,
companies,https://www.google.com/search?as_q=BlackRock,https://www.google.com/search?as_q=BlackRock&tbs=sur:fm,BlackRock,113000,151000000,0.074834437,,,,,,,,,
companies,https://www.google.com/search?as_q=Vanguard+Group,https://www.google.com/search?as_q=Vanguard+Group&tbs=sur:fm,Vanguard+Group,133000,222000000,0.05990991,,,,,,,,,
companies,https://www.google.com/search?as_q=Fidelity+Investments,https://www.google.com/search?as_q=Fidelity+Investments&tbs=sur:fm,Fidelity+Investments,16900,50700000,0.033333333,,,,,,,,,
companies,https://www.google.com/search?as_q=Charles+Schwab+Corporation,https://www.google.com/search?as_q=Charles+Schwab+Corporation&tbs=sur:fm,Charles+Schwab+Corporation,12600,19000000,0.066315789,,,,,,,,,
companies,https://www.google.com/search?as_q=Prudential+Financial,https://www.google.com/search?as_q=Prudential+Financial&tbs=sur:fm,Prudential+Financial,17100,86400000,0.019791667,,,,,,,,,
companies,https://www.google.com/search?as_q=MetLife,https://www.google.com/search?as_q=MetLife&tbs=sur:fm,MetLife,30400,43200000,0.07037037,,,,,,,,,
movies,https://www.google.com/search?as_q=The+Hobbit,https://www.google.com/search?as_q=The+Hobbit&tbs=sur:fm,The+Hobbit,127000,90900000,0.139713971,,,,,,,,,
movies,https://www.google.com/search?as_q=The+Shawshank+Redemption,https://www.google.com/search?as_q=The+Shawshank+Redemption&tbs=sur:fm,The+Shawshank+Redemption,19700,30500000,0.064590164,,,,,,,,,
movies,https://www.google.com/search?as_q=The+Godfather,https://www.google.com/search?as_q=The+Godfather&tbs=sur:fm,The+Godfather,131000,115000000,0.113913043,,,,,,,,,
movies,https://www.google.com/search?as_q=The+Dark+Knight,https://www.google.com/search?as_q=The+Dark+Knight&tbs=sur:fm,The+Dark+Knight,7350000,643000000,1.143079316,,,,,,,,,
